s0,s1,s2,s3,s4,s5,s6,s7,action
0.23,0.22666666666666666,1.0,0.6533333333333333,0.43333333333333335,0.5066666666666667,1.0,1.0,0
0.23333333333333334,0.22666666666666666,1.0,0.6533333333333333,0.43,0.5,1.0,1.0,0
0.23333333333333334,0.22666666666666666,1.0,0.6533333333333333,0.43,0.5,1.0,1.0,0
0.23666666666666666,0.23333333333333334,1.0,0.6533333333333333,0.43,0.5,1.0,1.0,0
0.23666666666666666,0.23333333333333334,1.0,0.6533333333333333,0.43,0.5,1.0,1.0,0
0.23666666666666666,0.23333333333333334,1.0,0.6533333333333333,0.43,0.5,1.0,1.0,0
0.23666666666666666,0.23333333333333334,1.0,0.6533333333333333,0.43,0.5,1.0,1.0,0
0.23666666666666666,0.23333333333333334,1.0,0.6533333333333333,0.43,0.5,1.0,1.0,0
0.23666666666666666,0.23333333333333334,1.0,0.6533333333333333,0.43,0.5,1.0,1.0,4
0.25666666666666665,0.22333333333333333,1.0,0.7166666666666667,0.43666666666666665,0.48,0.9566666666666667,1.0,4
0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0.46,0.86,1.0,4
1.0,0.21333333333333335,0.44333333333333336,0.9033333333333333,0.46,0.44666666666666666,0.7766666666666666,1.0,4
1.0,0.21,0.36333333333333334,1.0,0.4766666666666667,0.43666666666666665,0.71,1.0,4
1.0,0.21,0.31666666666666665,1.0,0.49666666666666665,0.43,0.6533333333333333,1.0,4
1.0,0.21666666666666667,0.28,1.0,0.5266666666666666,0.4266666666666667,0.6033333333333334,1.0,4
1.0,0.21666666666666667,0.2633333333333333,1.0,0.56,0.42333333333333334,0.56,1.0,4
1.0,0.23,0.24666666666666667,1.0,0.6033333333333334,0.42333333333333334,0.5266666666666666,1.0,4
1.0,0.23666666666666666,0.23333333333333334,1.0,0.6533333333333333,0.43,0.5,1.0,4
1.0,0.25666666666666665,0.22333333333333333,1.0,0.7166666666666667,0.43666666666666665,0.48,0.9566666666666667,4
1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0.46,0.86,4
1.0,1.0,0.21333333333333335,0.44333333333333336,0.9033333333333333,0.46,0.44666666666666666,0.7766666666666666,4
1.0,1.0,0.21,0.36333333333333334,1.0,0.4766666666666667,0.43666666666666665,0.71,4
1.0,1.0,0.21,0.31666666666666665,1.0,0.49666666666666665,0.43,0.6533333333333333,4
1.0,1.0,0.21666666666666667,0.28,1.0,0.5266666666666666,0.4266666666666667,0.6033333333333334,4
1.0,1.0,0.21666666666666667,0.2633333333333333,1.0,0.56,0.42333333333333334,0.56,4
1.0,1.0,0.23,0.24666666666666667,1.0,0.6033333333333334,0.42333333333333334,0.5266666666666666,4
1.0,1.0,0.23666666666666666,0.23333333333333334,1.0,0.6533333333333333,0.43,0.5,4
0.9566666666666667,1.0,0.25666666666666665,0.22333333333333333,1.0,0.7166666666666667,0.43666666666666665,0.48,4
0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0.46,4
0.7766666666666666,1.0,1.0,0.21333333333333335,0.44333333333333336,0.9033333333333333,0.46,0.44666666666666666,4
0.71,1.0,1.0,0.21,0.36333333333333334,1.0,0.4766666666666667,0.43666666666666665,4
0.6533333333333333,1.0,1.0,0.21,0.31666666666666665,1.0,0.49666666666666665,0.43,4
0.6033333333333334,1.0,1.0,0.21666666666666667,0.28,1.0,0.5266666666666666,0.4266666666666667,4
0.56,1.0,1.0,0.21666666666666667,0.2633333333333333,1.0,0.56,0.42333333333333334,4
0.5266666666666666,1.0,1.0,0.23,0.24666666666666667,1.0,0.6033333333333334,0.42333333333333334,4
0.5,1.0,1.0,0.23666666666666666,0.23333333333333334,1.0,0.6533333333333333,0.43,4
0.48,0.9566666666666667,1.0,0.25666666666666665,0.22333333333333333,1.0,0.7166666666666667,0.43666666666666665,4
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,0
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,1
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,1
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,1
0.46,0.86,1.0,0.2866666666666667,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,1
0.46,0.8633333333333333,1.0,0.2833333333333333,0.21666666666666667,0.6933333333333334,0.7966666666666666,0.44666666666666666,1
0.45666666666666667,0.8633333333333333,1.0,0.2833333333333333,0.21666666666666667,1.0,0.7933333333333333,0.44333333333333336,1
0.45666666666666667,0.86,1.0,0.2833333333333333,0.21666666666666667,1.0,0.7866666666666666,0.43666666666666665,0
0.4533333333333333,0.8566666666666667,1.0,0.2833333333333333,0.22,1.0,0.78,0.43666666666666665,0
0.45,0.8566666666666667,1.0,0.2833333333333333,0.22333333333333333,1.0,0.7733333333333333,0.43333333333333335,0
0.45,0.8533333333333334,1.0,0.2833333333333333,0.22666666666666666,1.0,0.77,0.43,0
0.45,0.8566666666666667,1.0,0.28,0.22666666666666666,1.0,0.77,0.43,0
0.45,0.86,1.0,0.27666666666666667,0.22333333333333333,1.0,0.77,0.43,0
0.45,0.86,1.0,0.27666666666666667,0.22333333333333333,1.0,0.77,0.43,0
0.45,0.86,1.0,0.27666666666666667,0.22333333333333333,1.0,0.77,0.43,0
0.45,0.86,1.0,0.27666666666666667,0.22333333333333333,1.0,0.77,0.43,0
0.45,0.86,1.0,0.27666666666666667,0.22333333333333333,1.0,0.77,0.43,0
0.45,0.86,1.0,0.27666666666666667,0.22333333333333333,1.0,0.77,0.43,0
0.45,0.86,1.0,0.27666666666666667,0.22333333333333333,1.0,0.77,0.43,1
0.45,0.86,1.0,0.27666666666666667,0.22333333333333333,1.0,0.77,0.43,1
0.45,0.86,1.0,0.27666666666666667,0.22333333333333333,1.0,0.77,0.43,1
0.45,0.8633333333333333,1.0,0.27666666666666667,0.22,1.0,0.77,0.43,1
0.45,0.86,1.0,0.27666666666666667,0.22666666666666666,1.0,0.7633333333333333,0.4266666666666667,1
0.44666666666666666,0.8566666666666667,1.0,0.27666666666666667,0.22666666666666666,1.0,0.7566666666666667,0.42333333333333334,1
0.44333333333333336,0.8566666666666667,1.0,0.27666666666666667,0.23,1.0,0.75,0.42,1
0.44,0.8533333333333334,1.0,0.28,0.23333333333333334,1.0,0.7466666666666667,0.42,1
0.43666666666666665,0.85,1.0,0.28,0.23333333333333334,1.0,0.74,0.4166666666666667,1
0.43666666666666665,0.85,1.0,0.27666666666666667,0.23333333333333334,1.0,0.7333333333333333,0.41333333333333333,1
0.43333333333333335,0.85,1.0,0.27666666666666667,0.23666666666666666,1.0,0.7266666666666667,0.41,1
0.43333333333333335,0.85,1.0,0.27666666666666667,0.23666666666666666,1.0,0.7233333333333334,0.4066666666666667,1
0.43,0.85,1.0,0.27666666666666667,0.24333333333333335,1.0,0.7166666666666667,0.4033333333333333,1
0.42333333333333334,0.8466666666666667,1.0,0.27666666666666667,0.24666666666666667,1.0,0.7033333333333334,0.4,0
0.42,0.8466666666666667,1.0,0.27666666666666667,0.24666666666666667,1.0,0.7,0.39666666666666667,0
0.42,0.8466666666666667,1.0,0.27666666666666667,0.25,1.0,0.6933333333333334,0.3933333333333333,0
0.4166666666666667,0.8466666666666667,1.0,0.27666666666666667,0.25,1.0,0.6866666666666666,0.39,0
0.41333333333333333,0.8466666666666667,1.0,0.27666666666666667,0.25333333333333335,1.0,0.68,0.38666666666666666,0
0.41333333333333333,0.8466666666666667,1.0,0.27666666666666667,0.25333333333333335,1.0,0.6766666666666666,0.38333333333333336,0
0.41,0.8466666666666667,1.0,0.27666666666666667,0.25666666666666665,1.0,0.67,0.38333333333333336,0
0.41,0.8466666666666667,1.0,0.27666666666666667,0.25666666666666665,1.0,0.6633333333333333,0.38,0
0.4033333333333333,0.8466666666666667,1.0,0.27666666666666667,0.2633333333333333,1.0,0.66,0.37666666666666665,0
0.4033333333333333,0.8466666666666667,1.0,0.28,0.26666666666666666,1.0,0.6533333333333333,0.37333333333333335,0
0.4,0.8433333333333334,1.0,0.2833333333333333,0.26666666666666666,1.0,0.6466666666666666,0.37,0
0.39666666666666667,0.84,1.0,0.2833333333333333,0.27,1.0,0.64,0.36666666666666664,0
0.3933333333333333,0.8333333333333334,1.0,0.2866666666666667,0.2733333333333333,1.0,0.6366666666666667,0.36333333333333334,0
0.39,0.83,1.0,0.2866666666666667,0.28,1.0,0.63,0.36,1
0.38666666666666666,0.8266666666666667,1.0,0.29,0.28,1.0,0.6233333333333333,0.3566666666666667,1
0.38333333333333336,0.8266666666666667,1.0,0.29333333333333333,0.2833333333333333,1.0,0.6166666666666667,0.35333333333333333,1
0.38333333333333336,0.8266666666666667,1.0,0.29333333333333333,0.2866666666666667,1.0,0.6133333333333333,0.35333333333333333,1
0.38,0.8266666666666667,1.0,0.29333333333333333,0.2866666666666667,1.0,0.6066666666666667,0.35,1
0.37666666666666665,0.8266666666666667,1.0,0.2966666666666667,0.29,1.0,0.6,0.3466666666666667,1
0.37666666666666665,0.8266666666666667,1.0,0.2966666666666667,0.29333333333333333,1.0,0.5933333333333334,0.3433333333333333,1
0.36666666666666664,0.8166666666666667,1.0,0.3,0.3,1.0,0.5833333333333334,0.33666666666666667,1
0.36333333333333334,0.8066666666666666,1.0,0.30333333333333334,0.30666666666666664,1.0,0.57,0.33,0
0.3566666666666667,0.8066666666666666,1.0,0.31,0.31333333333333335,1.0,0.56,0.3233333333333333,0
0.35,0.7933333333333333,1.0,0.31333333333333335,0.32,1.0,0.5466666666666666,0.31666666666666665,0
0.3433333333333333,0.79,1.0,0.32,0.32666666666666666,1.0,0.5366666666666666,0.31333333333333335,0
0.34,0.79,1.0,0.32,0.33,1.0,0.53,0.31,0
0.34,0.7866666666666666,1.0,0.3233333333333333,0.33666666666666667,1.0,0.5233333333333333,0.30666666666666664,0
0.33666666666666667,0.7866666666666666,1.0,0.3233333333333333,0.33666666666666667,1.0,0.52,0.30333333333333334,0
0.33,0.7833333333333333,1.0,0.3233333333333333,0.34,1.0,0.5133333333333333,0.3,0
0.33,0.78,1.0,0.32666666666666666,0.3433333333333333,1.0,0.5066666666666667,0.2966666666666667,0
0.32666666666666666,0.7766666666666666,1.0,0.33,0.3466666666666667,1.0,0.5,0.29333333333333333,4
0.31,0.67,1.0,0.3466666666666667,0.3333333333333333,1.0,0.5566666666666666,0.3,4
0.2966666666666667,0.5766666666666667,1.0,0.36666666666666664,0.32666666666666666,1.0,0.6333333333333333,0.30333333333333334,4
0.2866666666666667,0.5066666666666667,1.0,0.4,0.32,1.0,0.7266666666666667,0.31,4
0.28,0.46,1.0,0.44,0.31333333333333335,0.6733333333333333,0.86,0.3233333333333333,4
0.28,0.42,1.0,0.52,0.31,0.5366666666666666,1.0,0.3433333333333333,0
0.28,0.42,1.0,0.51,0.31,0.5366666666666666,1.0,0.3433333333333333,0
0.28,0.42,1.0,0.5066666666666667,0.31,0.5366666666666666,1.0,0.3433333333333333,0
0.28,0.42,1.0,0.49666666666666665,0.31,0.5433333333333333,1.0,0.3433333333333333,0
0.28,0.42,1.0,0.49333333333333335,0.31,0.5433333333333333,1.0,0.3433333333333333,0
0.28,0.42,1.0,0.49333333333333335,0.30666666666666664,0.5433333333333333,1.0,0.3433333333333333,0
0.28,0.42,1.0,0.4866666666666667,0.30666666666666664,0.5433333333333333,1.0,0.3433333333333333,0
0.28,0.42333333333333334,1.0,0.4866666666666667,0.30666666666666664,0.5466666666666666,1.0,0.3433333333333333,0
0.28,0.4266666666666667,1.0,0.48333333333333334,0.30666666666666664,0.5466666666666666,1.0,0.3433333333333333,0
0.2833333333333333,0.4266666666666667,1.0,0.4766666666666667,0.30666666666666664,0.5466666666666666,1.0,0.3433333333333333,0
0.2833333333333333,0.4266666666666667,1.0,0.47333333333333333,0.30666666666666664,0.5466666666666666,1.0,0.3433333333333333,0
0.2833333333333333,0.4266666666666667,1.0,0.47333333333333333,0.30666666666666664,0.5466666666666666,1.0,0.3433333333333333,0
0.2833333333333333,0.4266666666666667,1.0,0.47333333333333333,0.30666666666666664,0.5466666666666666,1.0,0.3433333333333333,0
0.2833333333333333,0.4266666666666667,1.0,0.47333333333333333,0.30666666666666664,0.5466666666666666,1.0,0.3433333333333333,0
0.2833333333333333,0.4266666666666667,1.0,0.47333333333333333,0.30666666666666664,0.5466666666666666,1.0,0.3433333333333333,0
0.2833333333333333,0.4266666666666667,1.0,0.47333333333333333,0.30666666666666664,0.5466666666666666,1.0,0.3433333333333333,0
0.2833333333333333,0.4266666666666667,1.0,0.47333333333333333,0.30666666666666664,0.5466666666666666,1.0,0.3433333333333333,3
0.2833333333333333,0.47,1.0,0.41333333333333333,0.31,0.7466666666666667,0.84,0.3233333333333333,3
0.29333333333333333,0.5233333333333333,1.0,0.37666666666666665,0.31333333333333335,1.0,0.7133333333333334,0.31,3
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,0
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,0
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,0
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,0
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,0
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,0
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,0
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,0
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,0
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,0
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,0
0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0.3,4
0.29333333333333333,0.5233333333333333,1.0,0.37666666666666665,0.31333333333333335,1.0,0.7133333333333334,0.31,4
0.2833333333333333,0.47,1.0,0.41333333333333333,0.31,0.7466666666666667,0.84,0.3233333333333333,4
0.2833333333333333,0.4266666666666667,1.0,0.47333333333333333,0.30666666666666664,0.5466666666666666,1.0,0.3433333333333333,4
0.28,0.39,1.0,1.0,0.30666666666666664,0.47,1.0,0.36666666666666664,4
0.28,0.36333333333333334,1.0,1.0,0.30666666666666664,0.4166666666666667,1.0,0.39666666666666667,4
0.2833333333333333,0.34,0.95,1.0,0.31333333333333335,0.38333333333333336,1.0,0.43333333333333335,4
0.2866666666666667,0.3233333333333333,0.8033333333333333,1.0,0.3233333333333333,0.36,1.0,0.4766666666666667,4
0.29,0.31,0.6833333333333333,1.0,0.33666666666666667,0.34,1.0,0.5366666666666666,4
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,0
0.3,0.3,0.5966666666666667,1.0,0.35333333333333333,0.32666666666666666,1.0,0.6166666666666667,3
0.29,0.31,0.6833333333333333,1.0,0.33666666666666667,0.34,1.0,0.5366666666666666,3
